,berry,blackberry,cherry,citrus,other,raspberry
123183,0,0,0,0,1,0
125776,0,0,1,0,0,0
100129,0,0,0,1,0,0
67031,0,0,1,0,0,0
102195,0,0,0,0,1,0
40221,0,0,0,0,1,0
38340,0,0,0,0,1,0
99403,0,0,0,0,1,0
119708,0,0,0,0,1,0
25783,0,0,0,0,1,0
77041,0,0,0,0,0,1
129942,0,1,0,0,0,0
71299,0,0,0,0,1,0
18495,0,0,0,0,1,0
83690,0,0,1,0,0,0
33524,0,0,0,1,0,0
8517,0,0,0,0,1,0
52840,0,0,0,0,1,0
80670,0,0,0,0,1,0
17346,0,0,1,0,0,0
91092,0,0,0,0,0,1
40336,0,0,1,0,0,0
84826,0,0,0,0,1,0
58025,0,0,0,0,1,0
95372,0,0,0,0,1,0
51014,1,0,0,0,0,0
23526,0,0,0,1,0,0
5707,1,0,0,0,0,0
44382,0,0,1,0,0,0
64504,1,0,0,0,0,0
42250,0,0,0,0,1,0
91664,0,0,0,0,1,0
121181,0,0,0,0,1,0
113472,0,0,0,0,1,0
76469,0,0,0,0,1,0
93691,1,0,0,0,0,0
99786,1,0,0,0,0,0
99224,0,0,0,0,1,0
43279,1,0,0,0,0,0
104886,0,0,0,1,0,0
9410,0,0,0,0,1,0
128792,0,0,0,1,0,0
23343,1,0,0,0,0,0
25374,0,0,1,0,0,0
110543,0,0,0,0,1,0
30919,1,0,0,0,0,0
78829,0,0,1,0,0,0
72893,0,0,0,0,1,0
44743,0,1,0,0,0,0
45937,0,0,1,0,0,0
19775,1,0,0,0,0,0
9418,0,0,0,0,1,0
42496,0,0,0,0,1,0
37839,0,0,0,0,0,1
17425,1,0,0,0,0,0
12116,0,0,0,0,1,0
61872,1,0,0,0,0,0
27221,0,0,0,0,1,0
26124,0,0,0,0,1,0
52667,1,0,0,0,0,0
101618,0,0,0,0,0,1
43171,0,0,0,0,1,0
69371,0,0,0,0,1,0
21353,0,0,0,0,1,0
15314,0,0,0,1,0,0
106522,0,0,0,0,1,0
106488,0,0,0,0,1,0
12702,0,0,0,0,0,1
125574,0,0,1,0,0,0
33315,0,0,0,0,1,0
94137,0,0,0,1,0,0
51311,0,0,0,1,0,0
53930,0,0,0,0,1,0
18553,0,0,1,0,0,0
29370,0,1,0,0,0,0
94756,0,0,0,0,1,0
74502,0,1,0,0,0,0
82195,0,0,0,0,1,0
59170,0,0,1,0,0,0
18237,1,0,0,0,0,0
102824,0,0,0,1,0,0
124885,0,0,0,0,1,0
37155,0,0,0,0,1,0
115970,0,0,0,0,1,0
18742,0,0,0,0,1,0
13658,0,0,1,0,0,0
84393,0,0,0,0,1,0
74164,0,0,0,0,1,0
122717,0,0,0,0,1,0
92624,0,0,0,0,0,1
30092,0,0,0,0,1,0
123156,0,0,0,0,1,0
93653,0,0,0,0,1,0
111805,0,0,0,0,1,0
64524,0,0,0,1,0,0
36297,0,0,0,0,1,0
115177,0,0,0,0,1,0
99335,0,0,0,1,0,0
45889,1,0,0,0,0,0
2540,0,0,0,0,1,0
87474,0,0,1,0,0,0
22511,0,0,0,0,1,0
62203,0,0,1,0,0,0
86212,0,0,0,0,1,0
35498,0,0,0,0,1,0
65313,0,1,0,0,0,0
50367,0,0,0,0,1,0
6231,0,0,0,1,0,0
120658,1,0,0,0,0,0
74433,0,0,0,0,1,0
74765,0,0,0,1,0,0
24528,0,0,1,0,0,0
83461,0,0,0,0,1,0
120423,0,0,1,0,0,0
32874,0,0,0,0,1,0
97569,1,0,0,0,0,0
78614,0,0,0,0,1,0
69294,0,0,0,0,1,0
13996,0,0,0,0,1,0
73431,0,0,0,1,0,0
121939,1,0,0,0,0,0
50888,0,0,0,1,0,0
106423,0,0,0,0,1,0
52424,0,0,0,0,1,0
93750,0,0,0,1,0,0
30181,0,0,0,0,1,0
78127,0,0,0,0,1,0
47075,1,0,0,0,0,0
106282,0,0,0,0,1,0
105895,1,0,0,0,0,0
96745,0,0,1,0,0,0
71714,0,0,0,0,0,1
86013,0,0,0,0,1,0
45401,0,0,0,0,1,0
98907,0,0,0,1,0,0
48140,0,1,0,0,0,0
39094,0,0,1,0,0,0
62172,1,0,0,0,0,0
111226,0,1,0,0,0,0
101300,0,0,0,0,1,0
52696,0,0,0,0,1,0
49735,0,0,0,0,1,0
80866,0,0,0,0,1,0
118300,0,0,0,1,0,0
62234,0,0,0,0,1,0
6452,0,0,0,0,1,0
83865,0,0,1,0,0,0
117656,0,0,0,0,1,0
79024,1,0,0,0,0,0
74073,0,0,0,1,0,0
126036,0,0,0,0,1,0
102971,1,0,0,0,0,0
59934,0,0,0,0,1,0
22189,0,0,0,0,1,0
2211,0,0,0,1,0,0
46282,0,0,0,0,1,0
43002,0,0,0,0,0,1
114369,0,0,0,0,1,0
24035,1,0,0,0,0,0
39011,0,0,0,0,1,0
82077,0,0,0,0,1,0
51295,0,0,0,0,1,0
88019,0,0,0,0,0,1
9384,0,0,1,0,0,0
42452,1,0,0,0,0,0
26203,0,0,0,0,1,0
90704,0,0,0,0,1,0
1586,0,0,1,0,0,0
52272,0,0,1,0,0,0
81074,1,0,0,0,0,0
91463,0,0,0,1,0,0
76277,0,0,0,0,1,0
121358,0,0,0,0,1,0
117218,0,0,1,0,0,0
75732,0,0,0,1,0,0
86963,0,0,0,0,1,0
121170,0,0,1,0,0,0
103319,0,1,0,0,0,0
55202,0,0,0,0,1,0
13585,0,1,0,0,0,0
58319,0,0,0,0,1,0
117837,0,0,1,0,0,0
118025,0,0,0,0,1,0
114597,0,0,1,0,0,0
44567,0,0,0,0,1,0
53899,1,0,0,0,0,0
105525,0,0,0,1,0,0
116459,1,0,0,0,0,0
56720,0,0,0,1,0,0
61181,0,0,0,0,0,1
36009,0,0,0,0,1,0
114488,0,0,0,0,1,0
122860,0,0,0,0,1,0
23261,0,0,0,0,1,0
46406,0,0,1,0,0,0
49335,0,0,1,0,0,0
12479,0,0,0,0,1,0
68547,0,0,1,0,0,0
77979,0,0,0,1,0,0
85003,0,0,1,0,0,0
65606,1,0,0,0,0,0
33088,0,0,0,1,0,0
36089,0,0,0,0,0,1
102579,0,0,0,0,1,0
59873,0,0,0,0,1,0
94169,0,0,0,1,0,0
30551,0,0,0,0,1,0
21592,1,0,0,0,0,0
52471,0,0,1,0,0,0
28921,0,0,1,0,0,0
120644,0,0,0,0,0,1
115093,0,0,0,0,1,0
58077,1,0,0,0,0,0
117259,1,0,0,0,0,0
113610,0,0,0,0,1,0
63777,0,0,1,0,0,0
122018,0,0,0,0,1,0
30890,1,0,0,0,0,0
66284,0,0,0,1,0,0
65358,0,0,0,0,0,1
118229,0,0,0,0,1,0
113285,1,0,0,0,0,0
25689,0,0,0,0,1,0
65420,0,0,1,0,0,0
25971,0,0,0,0,1,0
112876,0,0,0,0,1,0
83783,0,0,0,0,1,0
78089,0,0,1,0,0,0
124109,0,1,0,0,0,0
41935,0,0,0,0,1,0
53259,0,0,0,0,0,1
125294,0,0,0,0,1,0
128105,1,0,0,0,0,0
124875,0,0,0,0,1,0
72698,1,0,0,0,0,0
113385,0,0,0,1,0,0
106751,0,0,0,0,1,0
86034,0,0,1,0,0,0
2538,0,0,0,1,0,0
108995,0,0,1,0,0,0
25763,0,0,0,0,1,0
20364,0,0,0,0,1,0
26970,0,0,0,0,1,0
30205,0,0,1,0,0,0
36557,0,0,0,0,0,1
98976,0,0,0,0,1,0
61689,0,0,0,0,1,0
35231,0,0,0,0,1,0
61275,0,0,1,0,0,0
127280,0,0,0,0,0,1
54965,1,0,0,0,0,0
6767,0,0,1,0,0,0
49082,0,0,0,0,1,0
30301,0,1,0,0,0,0
12640,0,0,0,0,1,0
24382,0,0,0,0,1,0
25331,0,0,1,0,0,0
80895,0,1,0,0,0,0
48147,0,0,1,0,0,0
12364,0,0,0,0,1,0
11572,0,1,0,0,0,0
39259,0,0,0,1,0,0
16343,0,1,0,0,0,0
40505,0,0,0,0,1,0
42458,0,0,0,0,1,0
59393,0,0,0,0,1,0
101315,0,0,0,1,0,0
63061,0,0,0,0,1,0
91593,0,0,0,0,1,0
117636,0,0,0,0,1,0
28574,0,0,1,0,0,0
121526,0,0,0,0,1,0
93022,0,0,1,0,0,0
78954,1,0,0,0,0,0
68478,0,0,0,0,1,0
73350,1,0,0,0,0,0
26473,1,0,0,0,0,0
17892,0,0,1,0,0,0
12728,0,0,0,0,1,0
45990,0,0,0,0,1,0
33767,0,0,0,1,0,0
43445,0,0,1,0,0,0
50127,0,0,0,0,1,0
54903,0,0,0,0,1,0
4446,0,0,0,0,1,0
104084,0,0,0,0,1,0
89877,0,0,1,0,0,0
123467,0,0,0,0,1,0
96802,0,0,0,1,0,0
79685,0,0,0,0,1,0
122959,0,0,0,0,1,0
16200,0,0,0,0,1,0
109259,1,0,0,0,0,0
47675,0,0,0,0,0,1
88926,0,0,0,0,1,0
117476,0,0,0,0,0,1
2572,0,0,0,0,1,0
120455,0,0,1,0,0,0
118046,0,1,0,0,0,0
54454,0,0,1,0,0,0
71840,0,0,0,0,1,0
75286,1,0,0,0,0,0
101499,0,1,0,0,0,0
53157,0,0,1,0,0,0
88746,1,0,0,0,0,0
74077,0,0,0,0,1,0
7339,0,0,1,0,0,0
4537,0,0,1,0,0,0
62229,0,0,0,0,1,0
72218,0,0,0,0,1,0
50359,0,0,0,0,1,0
13108,0,0,0,0,1,0
91032,0,0,0,0,1,0
117384,0,0,1,0,0,0
14659,1,0,0,0,0,0
119152,0,0,0,0,0,1
53508,0,0,0,0,1,0
53712,0,1,0,0,0,0
27116,0,0,0,0,1,0
63316,0,0,0,1,0,0
122479,1,0,0,0,0,0
16514,0,0,0,0,1,0
99080,0,0,0,0,1,0
19741,0,0,1,0,0,0
121768,0,0,0,0,1,0
39196,0,1,0,0,0,0
12765,0,0,0,0,1,0
60499,0,0,1,0,0,0
1332,0,0,0,0,1,0
124959,0,0,0,0,1,0
82585,0,0,1,0,0,0
65541,0,0,0,0,1,0
9207,0,0,0,1,0,0
69559,0,0,1,0,0,0
99890,0,0,0,0,1,0
73865,0,0,0,0,1,0
23168,0,0,0,0,1,0
124241,0,0,0,0,0,1
122254,0,0,0,1,0,0
103507,0,0,0,0,1,0
7031,0,0,1,0,0,0
89290,0,0,0,1,0,0
13137,0,1,0,0,0,0
127307,0,0,0,0,1,0
41973,0,0,0,0,1,0
23367,0,0,0,0,0,1
77628,0,0,0,0,1,0
76694,0,0,0,0,1,0
18880,0,0,1,0,0,0
17901,0,0,0,0,1,0
17978,0,0,0,0,1,0
125889,1,0,0,0,0,0
20894,0,0,0,0,1,0
66608,1,0,0,0,0,0
41040,0,0,1,0,0,0
108074,0,0,0,0,1,0
80542,0,1,0,0,0,0
115744,0,0,1,0,0,0
1517,0,0,0,0,1,0
32384,0,0,0,0,1,0
51918,0,0,0,0,1,0
16763,0,0,0,1,0,0
46769,0,0,0,0,1,0
38189,0,0,0,0,1,0
51882,0,0,0,0,1,0
68252,0,0,0,1,0,0
121904,0,1,0,0,0,0
118722,0,0,0,0,1,0
80377,0,0,1,0,0,0
4189,0,0,1,0,0,0
46565,0,0,0,0,1,0
53612,0,0,0,0,1,0
100449,0,0,1,0,0,0
45658,1,0,0,0,0,0
73038,0,0,0,0,1,0
46776,0,0,0,0,1,0
128542,0,0,1,0,0,0
83043,0,0,0,0,1,0
58286,0,0,1,0,0,0
49174,0,0,0,1,0,0
68672,0,0,0,1,0,0
105604,0,0,0,0,0,1
2231,0,0,0,0,0,1
10723,0,0,0,0,1,0
89024,1,0,0,0,0,0
32262,0,0,0,1,0,0
107840,0,0,0,0,1,0
20070,0,0,0,1,0,0
55688,0,0,0,0,1,0
53731,0,0,1,0,0,0
9209,0,0,0,0,0,1
109328,0,1,0,0,0,0
57725,0,0,0,0,1,0
2989,1,0,0,0,0,0
89351,1,0,0,0,0,0
33011,0,0,0,0,1,0
94064,0,0,0,0,1,0
41974,1,0,0,0,0,0
60465,0,0,0,0,1,0
27270,0,0,0,0,1,0
57800,1,0,0,0,0,0
111458,0,0,1,0,0,0
80008,0,0,0,0,1,0
115264,0,1,0,0,0,0
70638,0,0,0,1,0,0
53771,0,0,1,0,0,0
76541,0,0,0,0,1,0
49126,1,0,0,0,0,0
77906,0,0,0,0,1,0
82611,0,0,0,0,0,1
8266,0,0,0,0,1,0
120731,0,0,0,0,1,0
68075,0,0,0,0,1,0
20844,0,0,0,0,0,1
68789,0,0,0,0,1,0
118873,0,1,0,0,0,0
100084,0,0,0,1,0,0
7843,0,0,0,0,1,0
66532,0,0,0,0,1,0
15321,0,0,0,0,1,0
71781,0,0,0,0,1,0
106250,1,0,0,0,0,0
62900,0,1,0,0,0,0
7077,0,0,0,0,1,0
102025,1,0,0,0,0,0
71518,0,0,0,1,0,0
15042,0,0,1,0,0,0
101646,0,0,1,0,0,0
55807,0,0,0,0,1,0
62659,0,0,0,1,0,0
111434,0,1,0,0,0,0
61199,0,0,0,0,1,0
88561,0,0,0,0,1,0
61468,0,0,0,0,1,0
5649,0,0,1,0,0,0
50983,0,0,0,0,1,0
97381,0,0,0,1,0,0
8295,0,1,0,0,0,0
100242,0,0,0,0,1,0
88272,1,0,0,0,0,0
51061,0,0,1,0,0,0
67161,0,0,1,0,0,0
58007,0,0,0,0,1,0
85784,0,0,0,0,1,0
44182,0,0,0,0,1,0
82776,0,0,0,0,1,0
26711,0,0,0,0,1,0
5705,0,0,1,0,0,0
57994,1,0,0,0,0,0
89368,1,0,0,0,0,0
4196,0,0,0,0,1,0
41084,0,0,0,0,1,0
60082,1,0,0,0,0,0
59349,0,1,0,0,0,0
8440,1,0,0,0,0,0
1598,1,0,0,0,0,0
94558,0,0,1,0,0,0
32730,0,1,0,0,0,0
64269,0,0,0,0,1,0
7473,0,0,0,1,0,0
8341,0,0,0,0,1,0
24025,0,0,0,0,1,0
19408,0,0,0,1,0,0
59623,0,1,0,0,0,0
129601,0,0,0,0,1,0
35957,0,1,0,0,0,0
123955,0,0,0,0,1,0
124718,0,0,0,0,1,0
70436,0,0,0,0,1,0
18739,0,0,0,1,0,0
45757,0,0,0,0,1,0
89687,0,0,0,0,0,1
108747,0,1,0,0,0,0
68360,0,0,0,0,1,0
32283,0,0,1,0,0,0
1185,0,0,0,0,1,0
118813,0,0,0,1,0,0
44607,0,0,0,0,1,0
5548,0,0,0,0,1,0
27368,0,0,0,0,1,0
10484,1,0,0,0,0,0
61316,1,0,0,0,0,0
77503,0,0,0,0,1,0
92478,1,0,0,0,0,0
7132,0,0,0,1,0,0
22230,0,0,0,0,1,0
102684,0,0,0,0,1,0
110216,0,0,0,0,1,0
17605,0,0,0,1,0,0
25011,0,0,1,0,0,0
123475,1,0,0,0,0,0
45497,0,0,0,0,1,0
93508,1,0,0,0,0,0
12255,1,0,0,0,0,0
17281,0,0,1,0,0,0
63274,0,0,0,1,0,0
81639,0,0,0,0,0,1
26488,0,0,0,0,1,0
41146,1,0,0,0,0,0
69679,0,0,0,0,1,0
110075,0,0,0,0,1,0
107678,0,1,0,0,0,0
124294,0,0,0,0,1,0
119540,0,0,1,0,0,0
96231,0,1,0,0,0,0
125569,0,1,0,0,0,0
66916,1,0,0,0,0,0
107837,0,0,0,0,1,0
104017,0,0,0,0,1,0
44994,0,0,0,0,0,1
23661,1,0,0,0,0,0
104390,0,0,0,1,0,0
17520,0,0,0,1,0,0
102234,0,0,0,0,0,1
21606,0,0,0,1,0,0
72514,0,0,0,0,1,0
31936,0,0,1,0,0,0
57144,0,0,0,0,0,1
76351,0,0,1,0,0,0
56854,0,1,0,0,0,0
70833,0,0,0,1,0,0
67674,0,0,0,0,1,0
65981,0,0,0,1,0,0
57914,0,0,0,0,1,0
86288,0,0,0,0,1,0
105501,0,0,1,0,0,0
78877,0,0,1,0,0,0
14515,0,0,0,1,0,0
3245,0,0,0,0,0,1
43594,0,0,0,0,1,0
63166,0,0,1,0,0,0
49517,0,0,0,0,1,0
14438,0,1,0,0,0,0
84876,0,0,0,1,0,0
92146,0,0,0,0,1,0
47658,0,0,0,1,0,0
54629,0,1,0,0,0,0
116735,0,0,0,0,1,0
115176,0,0,1,0,0,0
124360,0,0,0,1,0,0
82695,0,0,0,0,0,1
90049,0,0,1,0,0,0
126704,0,0,0,0,1,0
48892,0,0,0,0,1,0
50264,0,0,0,0,1,0
118856,0,1,0,0,0,0
30963,0,0,0,1,0,0
43708,1,0,0,0,0,0
31754,0,0,0,0,1,0
108480,0,0,0,1,0,0
37511,0,0,0,0,1,0
115,0,0,0,0,1,0
32220,0,0,0,0,1,0
108891,1,0,0,0,0,0
113011,0,0,1,0,0,0
98882,0,0,1,0,0,0
22478,0,0,0,0,1,0
2327,0,0,0,0,1,0
129361,0,0,1,0,0,0
67366,0,0,0,0,1,0
33781,0,0,0,0,1,0
126340,0,0,0,0,1,0
59982,0,0,0,0,1,0
105215,0,0,1,0,0,0
1576,0,0,0,0,1,0
1522,0,0,1,0,0,0
115533,0,0,0,0,1,0
110868,0,1,0,0,0,0
99461,0,0,1,0,0,0
67736,0,0,0,0,1,0
84167,0,0,0,0,1,0
123812,0,0,0,0,1,0
1945,0,0,1,0,0,0
46582,1,0,0,0,0,0
26112,0,0,0,0,1,0
97767,0,0,0,0,1,0
18607,0,0,1,0,0,0
26973,0,0,1,0,0,0
86788,0,0,0,0,1,0
77476,0,0,0,0,1,0
59329,0,0,1,0,0,0
105772,0,1,0,0,0,0
11863,0,0,0,1,0,0
72910,1,0,0,0,0,0
70060,0,0,0,0,1,0
126038,0,0,0,0,1,0
39302,1,0,0,0,0,0
13524,0,0,0,0,1,0
57708,0,0,1,0,0,0
13089,0,0,0,0,0,1
11389,0,0,0,0,1,0
45257,0,0,0,0,1,0
6432,1,0,0,0,0,0
33505,0,0,0,1,0,0
87984,1,0,0,0,0,0
44937,0,1,0,0,0,0
42835,0,0,0,1,0,0
37722,0,0,0,0,1,0
39311,0,0,0,0,0,1
43100,0,0,0,0,1,0
15939,0,0,0,1,0,0
126924,0,0,1,0,0,0
59240,0,0,0,1,0,0
112477,0,0,0,1,0,0
75185,0,0,0,0,1,0
32098,0,0,1,0,0,0
50031,0,0,0,0,1,0
53657,1,0,0,0,0,0
65099,0,0,0,0,1,0
55213,0,0,0,0,1,0
33115,1,0,0,0,0,0
78618,0,0,0,0,1,0
109537,1,0,0,0,0,0
98405,1,0,0,0,0,0
37852,0,0,0,0,1,0
55286,0,0,0,0,1,0
22753,0,0,0,0,1,0
8978,1,0,0,0,0,0
12186,0,0,0,0,0,1
37951,0,0,0,0,1,0
83781,0,0,0,0,1,0
6143,0,0,0,0,1,0
120709,1,0,0,0,0,0
113734,0,0,1,0,0,0
54657,1,0,0,0,0,0
118172,0,0,0,0,1,0
116637,1,0,0,0,0,0
98054,0,1,0,0,0,0
62951,1,0,0,0,0,0
129530,0,1,0,0,0,0
35962,0,0,1,0,0,0
123397,0,0,1,0,0,0
121570,0,1,0,0,0,0
24763,0,0,0,0,1,0
113104,0,0,0,0,1,0
66075,0,0,0,1,0,0
80076,0,1,0,0,0,0
49197,0,1,0,0,0,0
85044,0,0,1,0,0,0
105847,0,0,0,0,1,0
12456,0,0,0,0,1,0
106459,0,0,0,0,1,0
77637,0,0,0,0,1,0
42561,0,1,0,0,0,0
58586,0,0,0,0,1,0
95058,0,0,0,0,1,0
117354,0,0,0,0,1,0
52178,0,0,0,0,1,0
75262,0,0,0,0,1,0
70988,0,0,0,0,1,0
104683,0,0,0,1,0,0
50566,0,1,0,0,0,0
116222,0,0,0,0,0,1
31838,0,0,1,0,0,0
21217,0,0,0,0,1,0
123774,0,0,1,0,0,0
87912,0,0,0,0,1,0
129025,0,0,0,0,1,0
1549,0,0,0,0,1,0
80614,0,0,1,0,0,0
27825,0,0,0,1,0,0
63421,0,0,0,0,1,0
92095,0,0,0,0,1,0
95594,0,0,1,0,0,0
35372,0,0,0,0,1,0
126509,0,0,1,0,0,0
17551,0,0,0,1,0,0
8180,0,0,0,0,1,0
5843,0,0,0,0,1,0
129487,0,0,0,1,0,0
77159,0,0,0,0,1,0
30510,0,0,0,0,1,0
79456,1,0,0,0,0,0
48902,0,0,0,0,1,0
30157,0,0,0,0,1,0
83294,0,0,0,0,0,1
53683,1,0,0,0,0,0
23389,0,0,0,0,1,0
57082,0,0,0,0,1,0
14324,0,0,0,0,1,0
102596,1,0,0,0,0,0
120864,0,0,0,0,1,0
93811,0,0,0,0,1,0
108473,0,0,0,0,1,0
93369,0,0,0,0,0,1
33574,0,0,0,1,0,0
11554,1,0,0,0,0,0
117678,0,0,1,0,0,0
112796,0,0,0,0,1,0
96397,0,0,0,0,1,0
8325,0,0,0,1,0,0
7027,0,0,1,0,0,0
12400,0,0,0,0,1,0
67212,0,0,0,1,0,0
21276,1,0,0,0,0,0
7502,1,0,0,0,0,0
14806,0,0,1,0,0,0
96198,0,0,0,0,1,0
37032,0,1,0,0,0,0
79574,1,0,0,0,0,0
18532,1,0,0,0,0,0
92844,0,0,1,0,0,0
83571,0,0,0,0,1,0
68076,0,0,0,1,0,0
42081,0,0,0,0,1,0
106154,0,0,1,0,0,0
65011,0,0,0,0,1,0
111598,0,0,1,0,0,0
32787,0,0,0,0,1,0
502,0,0,0,0,1,0
59644,0,0,0,1,0,0
26136,0,0,1,0,0,0
72946,0,0,0,0,0,1
97162,0,0,0,0,1,0
40489,1,0,0,0,0,0
98842,0,0,0,0,1,0
100842,0,1,0,0,0,0
18649,1,0,0,0,0,0
99943,0,0,0,0,1,0
74101,0,0,0,0,1,0
88853,0,0,0,0,1,0
67577,0,0,0,0,1,0
31396,0,0,0,0,1,0
99092,0,0,0,0,0,1
8841,0,1,0,0,0,0
93313,0,0,0,1,0,0
92872,0,0,0,0,1,0
36962,0,0,0,1,0,0
63923,0,0,0,0,1,0
708,1,0,0,0,0,0
101207,0,0,0,0,1,0
105873,0,0,0,0,1,0
72129,0,0,0,0,1,0
35648,0,0,0,1,0,0
118641,0,0,1,0,0,0
86750,0,0,0,0,1,0
68962,0,0,1,0,0,0
119488,1,0,0,0,0,0
68042,1,0,0,0,0,0
78843,0,0,0,0,1,0
18661,1,0,0,0,0,0
102249,0,0,1,0,0,0
41947,0,0,0,0,1,0
12253,0,1,0,0,0,0
6582,0,0,0,0,1,0
75086,0,0,0,0,1,0
126149,0,0,1,0,0,0
60023,0,0,0,1,0,0
43993,0,0,0,0,1,0
34950,0,0,0,0,1,0
18075,0,0,0,1,0,0
97361,1,0,0,0,0,0
16885,0,0,1,0,0,0
6234,0,0,0,0,1,0
92079,0,0,0,0,1,0
85321,0,0,1,0,0,0
79635,1,0,0,0,0,0
5748,0,0,0,0,1,0
50704,0,0,0,0,1,0
84233,0,0,0,0,1,0
61195,0,0,0,0,1,0
65141,0,0,0,0,1,0
35467,1,0,0,0,0,0
61423,0,0,0,0,1,0
700,0,1,0,0,0,0
46929,0,0,0,1,0,0
103763,0,0,0,0,0,1
85588,0,0,0,0,1,0
59138,0,0,0,0,1,0
42096,0,0,0,0,1,0
89738,0,0,0,1,0,0
114495,0,0,0,0,1,0
304,0,0,0,0,1,0
78364,0,0,1,0,0,0
20549,0,0,0,0,1,0
35770,0,0,0,0,1,0
13198,0,0,0,0,1,0
119466,0,0,0,1,0,0
22696,1,0,0,0,0,0
45930,0,0,0,0,1,0
111656,0,0,1,0,0,0
19484,0,0,0,0,1,0
49580,0,0,0,0,1,0
74120,0,0,0,0,1,0
72727,0,0,0,0,1,0
49747,0,0,1,0,0,0
30855,0,0,1,0,0,0
86508,0,0,0,0,1,0
105359,0,1,0,0,0,0
24617,1,0,0,0,0,0
63423,0,0,0,0,1,0
95477,0,0,0,0,1,0
124817,0,0,0,0,1,0
127822,0,1,0,0,0,0
24040,0,0,0,1,0,0
3241,0,0,0,0,1,0
9482,0,0,0,0,1,0
100723,0,0,0,0,1,0
32774,0,0,0,0,1,0
79975,1,0,0,0,0,0
13711,0,0,0,0,1,0
105200,0,0,0,0,1,0
46184,1,0,0,0,0,0
92997,0,0,0,1,0,0
1330,0,0,0,0,1,0
117981,0,0,0,0,1,0
102059,0,0,0,0,1,0
57075,1,0,0,0,0,0
54458,1,0,0,0,0,0
10658,0,0,1,0,0,0
94399,0,0,0,0,1,0
125366,0,0,0,1,0,0
17262,0,0,0,0,1,0
101184,0,0,0,0,1,0
78873,0,0,0,0,1,0
81654,0,0,0,0,1,0
66721,0,0,0,0,1,0
28501,0,0,1,0,0,0
61172,0,0,0,0,0,1
87792,0,0,0,0,1,0
45112,0,0,0,0,1,0
119918,1,0,0,0,0,0
2694,0,0,1,0,0,0
32394,1,0,0,0,0,0
110374,0,0,0,0,1,0
95766,0,0,0,1,0,0
90008,0,1,0,0,0,0
90601,0,0,1,0,0,0
104248,0,0,0,0,1,0
31550,0,0,0,0,1,0
82547,0,0,0,0,0,1
51948,0,0,0,1,0,0
69406,0,0,1,0,0,0
27478,0,0,0,0,1,0
99738,0,0,1,0,0,0
63114,0,0,0,0,1,0
122888,0,0,0,0,1,0
8926,0,0,0,1,0,0
80683,0,0,0,0,1,0
14277,0,0,0,0,1,0
88203,0,0,1,0,0,0
48344,0,0,0,0,0,1
20409,0,0,0,0,1,0
91845,1,0,0,0,0,0
56415,0,0,0,1,0,0
69361,0,0,0,0,1,0
38047,0,0,0,0,1,0
108453,1,0,0,0,0,0
60950,0,0,0,0,0,1
121597,1,0,0,0,0,0
63157,0,0,0,1,0,0
34440,0,0,1,0,0,0
41861,0,0,0,1,0,0
61994,0,0,0,0,1,0
7187,0,0,1,0,0,0
125805,0,0,0,0,1,0
79169,0,0,0,1,0,0
42540,0,0,0,0,1,0
6266,0,0,0,0,1,0
124110,0,1,0,0,0,0
33629,0,0,0,0,1,0
48936,1,0,0,0,0,0
3073,0,0,1,0,0,0
42741,0,0,0,1,0,0
50434,0,0,0,0,1,0
101354,1,0,0,0,0,0
65926,0,0,1,0,0,0
22124,0,0,0,0,1,0
64023,0,1,0,0,0,0
87396,0,0,0,0,1,0
36700,0,1,0,0,0,0
107556,0,1,0,0,0,0
9959,1,0,0,0,0,0
38628,0,1,0,0,0,0
96980,1,0,0,0,0,0
63868,0,0,0,0,1,0
102723,0,0,0,0,1,0
78523,0,0,1,0,0,0
94529,0,0,0,0,1,0
29885,0,0,1,0,0,0
106245,0,0,0,1,0,0
26788,1,0,0,0,0,0
78817,0,0,0,0,1,0
65284,0,0,0,1,0,0
14603,0,0,0,1,0,0
56937,0,0,1,0,0,0
128691,1,0,0,0,0,0
60055,0,1,0,0,0,0
83311,0,0,0,0,1,0
49293,0,0,0,0,1,0
71844,0,0,0,0,1,0
49419,0,0,0,1,0,0
62283,0,0,0,0,1,0
45224,0,0,0,0,0,1
58423,0,0,0,0,1,0
19308,0,0,0,0,0,1
105412,0,0,1,0,0,0
74463,0,0,1,0,0,0
64382,1,0,0,0,0,0
71410,0,0,1,0,0,0
69391,0,0,0,0,0,1
45426,0,0,0,1,0,0
13041,0,0,0,0,1,0
10049,0,0,0,0,1,0
2091,0,0,0,0,1,0
97880,0,0,0,0,1,0
35665,0,0,1,0,0,0
81630,0,0,0,1,0,0
24128,0,0,0,0,1,0
87855,0,0,1,0,0,0
5178,0,0,0,0,0,1
69514,1,0,0,0,0,0
80479,0,0,1,0,0,0
118185,0,0,0,1,0,0
69577,0,1,0,0,0,0
125181,0,0,0,0,1,0
122831,0,0,1,0,0,0
36974,0,0,1,0,0,0
57452,0,0,0,0,1,0
54988,0,0,0,1,0,0
115040,0,0,0,0,1,0
57762,0,0,0,0,1,0
40490,0,1,0,0,0,0
53567,0,0,0,0,1,0
58924,0,0,0,0,1,0
16461,0,0,0,0,1,0
10216,1,0,0,0,0,0
98157,0,0,0,0,1,0
43588,0,0,0,0,1,0
5003,0,0,0,0,1,0
27479,0,0,0,1,0,0
89305,0,0,1,0,0,0
